Spine File,OldChordDistribution,OpenAngle,CVD,AverageDistance,LengthVolumeRatio,LengthAreaRatio,JunctionArea,Length,Area,Volume,ConvexHullVolume,ConvexHullRatio
example_dendrite\spine_18.off,"[1.84684685e+00 5.03003003e+00 5.09009009e+00 3.81631632e+00
 2.85285285e+00 2.06706707e+00 1.93943944e+00 1.69919920e+00
 1.54404404e+00 1.36136136e+00 1.10360360e+00 1.12862863e+00
 1.09609610e+00 1.00850851e+00 9.15915916e-01 9.60960961e-01
 9.28428428e-01 9.48448448e-01 1.02352352e+00 9.63463463e-01
 1.01601602e+00 1.03853854e+00 1.00350350e+00 1.08608609e+00
 1.06856857e+00 1.22872873e+00 1.13863864e+00 1.21621622e+00
 1.27127127e+00 1.16366366e+00 1.31381381e+00 1.36136136e+00
 1.33383383e+00 1.40140140e+00 1.45395395e+00 1.60160160e+00
 1.54154154e+00 1.52902903e+00 1.69669670e+00 1.60410410e+00
 1.51151151e+00 1.65415415e+00 1.52902903e+00 1.38888889e+00
 1.49899900e+00 1.40640641e+00 1.28628629e+00 1.14864865e+00
 1.22372372e+00 1.09609610e+00 1.06856857e+00 9.40940941e-01
 1.05605606e+00 9.88488488e-01 9.05905906e-01 8.83383383e-01
 8.15815816e-01 9.03403403e-01 7.10710711e-01 7.80780781e-01
 7.60760761e-01 7.43243243e-01 6.93193193e-01 6.30630631e-01
 7.03203203e-01 6.75675676e-01 6.50650651e-01 6.45645646e-01
 6.05605606e-01 6.23123123e-01 5.55555556e-01 4.92992993e-01
 4.82982983e-01 5.78078078e-01 4.85485485e-01 4.37937938e-01
 4.37937938e-01 4.52952953e-01 4.20420420e-01 3.80380380e-01
 3.67867868e-01 3.07807808e-01 2.42742743e-01 2.80280280e-01
 2.17717718e-01 2.05205205e-01 1.55155155e-01 1.57657658e-01
 8.00800801e-02 8.75875876e-02 9.00900901e-02 6.00600601e-02
 3.00300300e-02 1.75175175e-02 1.25125125e-02 1.75175175e-02
 2.50250250e-03 1.25125125e-02 2.50250250e-03 5.00500501e-03]",0.9863479379540852,0.28626888715782234,1.0686917559824625,0.9963739413692746,0.18023273686045627,1.0753936065123413,1.5794905471306284,7.688222674549497,1.5852387156572976,1.8164568438089956,0.14585697779644918
example_dendrite\spine_15.off,"[1.66620324 6.24344962 6.13650461 5.49483456 3.84788142 3.19979467
 2.58379141 2.51106881 2.07687207 1.68545334 1.72609244 1.51861913
 1.33681261 1.39242402 1.35606271 1.2598122  1.2320065  1.07158899
 1.13789489 1.12506149 1.2298676  1.1678395  1.2362843  1.2491177
 1.09939469 1.10581139 1.08442239 1.02239428 1.10795029 1.04592219
 1.11436699 1.11650589 1.11222809 1.12933929 1.1550061  1.11436699
 1.12078369 1.05447779 0.98175518 1.03950549 0.99031078 1.00314418
 0.93042158 1.00742198 0.94967168 0.84058777 0.91972708 0.79780977
 0.87694907 0.88978247 0.81492097 0.73792056 0.84058777 0.78069856
 0.70369816 0.66519796 0.68658696 0.65878125 0.68017026 0.58178085
 0.64380895 0.58605865 0.59889205 0.60958655 0.55183625 0.57108635
 0.55397515 0.51761384 0.52616944 0.51119714 0.53472504 0.48339144
 0.44489124 0.39355763 0.45772464 0.36361303 0.31441833 0.36575193
 0.29302932 0.32083503 0.27805702 0.30800163 0.26094582 0.22886232
 0.24169572 0.18180652 0.23314012 0.21602892 0.18394542 0.21175112
 0.16255641 0.14116741 0.09838941 0.08983381 0.08983381 0.07700041
 0.0513336  0.021389   0.0278057  0.0085556 ]",0.8945577461711652,0.3115660940048742,1.2167948242966247,1.1145338311549646,0.1656557510549592,0.9822456499633886,1.7973058985793164,9.867398187533256,1.6126077543261397,2.053486959664392,0.2733951912084674
example_dendrite\spine_2.off,"[1.50512266e+00 5.76708828e+00 5.65349411e+00 4.95882212e+00
 3.63719772e+00 3.29423073e+00 2.89446665e+00 2.57552920e+00
 2.59955873e+00 2.04251043e+00 2.06653997e+00 1.64274636e+00
 1.52915219e+00 1.44395657e+00 1.36749896e+00 1.31943989e+00
 1.19273871e+00 1.15560216e+00 1.24735129e+00 1.15341766e+00
 1.14904865e+00 1.16215567e+00 1.24079778e+00 1.23861328e+00
 1.22769076e+00 1.27574983e+00 1.18400070e+00 1.27138082e+00
 1.36531446e+00 1.37186797e+00 1.47672412e+00 1.40245101e+00
 1.37623697e+00 1.36312996e+00 1.31725539e+00 1.29322586e+00
 1.18618520e+00 1.16652467e+00 1.11191210e+00 1.08351355e+00
 1.03108548e+00 9.93948926e-01 9.65550386e-01 9.65550386e-01
 8.80354763e-01 9.67734889e-01 9.89579920e-01 8.23557682e-01
 8.58509732e-01 8.12635166e-01 7.79867619e-01 8.08266160e-01
 6.61904450e-01 6.29136903e-01 5.87631343e-01 5.48310287e-01
 6.72826966e-01 6.88118487e-01 5.92000350e-01 5.76708828e-01
 5.65786312e-01 5.41756777e-01 5.52679293e-01 5.30834262e-01
 4.32531621e-01 4.65299168e-01 4.84959696e-01 5.06804727e-01
 4.43454136e-01 4.30347118e-01 4.34716124e-01 3.42966992e-01
 3.62627520e-01 3.23306464e-01 3.36413483e-01 3.01461433e-01
 3.42966992e-01 2.94907923e-01 2.83985408e-01 2.16265810e-01
 1.85682766e-01 1.94420779e-01 1.66022238e-01 1.41992704e-01
 1.37623697e-01 9.39336348e-02 9.39336348e-02 1.04856150e-01
 7.64576097e-02 7.64576097e-02 9.61181379e-02 6.77195972e-02
 9.17491317e-02 5.24280752e-02 3.27675470e-02 1.52915219e-02
 1.52915219e-02 1.31070188e-02 2.18450313e-03 4.36900627e-03]",0.8644422044548962,0.34233519573680316,1.1820616168258478,1.3126903144790096,0.19181528176338394,0.7118879187658606,1.8073046620759667,8.710221964561315,1.3767943909857088,1.8776548306556422,0.36378739116691566
example_dendrite\spine_16.off,"[4.29733275e+00 8.67337123e+00 7.91080017e+00 6.78268474e+00
 5.14560560e+00 3.95102755e+00 3.51377350e+00 3.05728028e+00
 2.60078706e+00 2.22299956e+00 1.99038041e+00 1.63358111e+00
 1.71753389e+00 1.46392654e+00 1.48491474e+00 1.48666375e+00
 1.38172278e+00 1.35723655e+00 1.36423262e+00 1.40445999e+00
 1.33974639e+00 1.37297770e+00 1.38871885e+00 1.40271098e+00
 1.31875820e+00 1.26453870e+00 1.20682116e+00 1.14210756e+00
 1.13686052e+00 1.19632707e+00 9.70703979e-01 9.96939222e-01
 8.78006122e-01 8.48272847e-01 9.32225623e-01 9.14735461e-01
 8.39527766e-01 7.85308264e-01 7.57324005e-01 7.66069086e-01
 7.24092698e-01 7.13598601e-01 6.99606471e-01 6.08657630e-01
 6.26147792e-01 5.59685177e-01 5.03716659e-01 5.36947967e-01
 4.56493223e-01 4.49497158e-01 4.32006996e-01 3.76038478e-01
 4.16265850e-01 3.70791430e-01 4.25010931e-01 3.63795365e-01
 3.79536511e-01 3.35811106e-01 3.00830783e-01 3.02579799e-01
 2.99081767e-01 2.51858330e-01 2.64101443e-01 2.76344556e-01
 2.83340621e-01 2.50109314e-01 2.13379974e-01 2.02885877e-01
 2.44862265e-01 2.36117184e-01 2.25623087e-01 2.08132925e-01
 2.37866200e-01 2.16878006e-01 2.23874071e-01 1.74901618e-01
 1.80148666e-01 1.62658505e-01 1.29427197e-01 1.67905553e-01
 1.34674246e-01 1.48666375e-01 1.11937035e-01 1.29427197e-01
 1.13686052e-01 8.91998251e-02 6.64626148e-02 5.77175339e-02
 4.02273721e-02 3.49803236e-02 4.37254045e-02 3.32313074e-02
 2.09881941e-02 1.57411456e-02 8.74508089e-03 1.04940971e-02
 6.99606471e-03 1.74901618e-03 0.00000000e+00 1.74901618e-03]",0.824515591998469,0.4254292205336082,1.352073993716694,1.1197912694122085,0.16305071777408386,2.4224669018518035,2.4465230676849474,12.582208337141903,2.1848027704030555,4.070383452205756,0.8630438899776962
example_dendrite\spine_8.off,"[2.09439059e+00 7.79914190e+00 8.95280470e+00 6.69315112e+00
 5.93675512e+00 4.85301128e+00 3.65962180e+00 2.92388368e+00
 2.48847926e+00 2.30573653e+00 2.06260925e+00 1.56523121e+00
 1.48101065e+00 1.32210392e+00 1.16955347e+00 1.11393612e+00
 1.02177022e+00 1.20133482e+00 1.10440172e+00 1.15048467e+00
 1.11711425e+00 1.11393612e+00 1.21086922e+00 1.15843000e+00
 1.08692198e+00 1.01700302e+00 1.14253933e+00 9.99523280e-01
 1.04878436e+00 1.01382488e+00 9.45494994e-01 9.02590180e-01
 9.29604322e-01 8.58096297e-01 8.62863499e-01 9.20069919e-01
 8.50150961e-01 7.97711743e-01 8.29493088e-01 7.08723979e-01
 6.89655172e-01 7.38916256e-01 6.24503416e-01 6.30859685e-01
 6.34037820e-01 5.43460988e-01 5.03734308e-01 5.06912442e-01
 5.29159383e-01 5.25981249e-01 5.41871921e-01 4.83076434e-01
 4.62418560e-01 4.13157477e-01 4.70363896e-01 4.64007628e-01
 4.29048149e-01 4.75131098e-01 4.11568409e-01 4.29048149e-01
 4.19513745e-01 4.03623073e-01 3.68663594e-01 3.94088670e-01
 3.79787065e-01 3.78197998e-01 3.54361990e-01 3.51183855e-01
 3.67074527e-01 3.46416653e-01 3.41649452e-01 3.46416653e-01
 3.06689973e-01 3.06689973e-01 3.13046242e-01 2.86032099e-01
 2.81264898e-01 2.82853965e-01 2.65374225e-01 2.89210234e-01
 2.71730494e-01 2.62196091e-01 2.35181948e-01 2.30414747e-01
 1.95455268e-01 1.87509932e-01 1.66852058e-01 1.60495789e-01
 1.50961386e-01 9.05768314e-02 9.37549658e-02 7.94533609e-02
 6.19736215e-02 4.13157477e-02 2.54250755e-02 2.22469410e-02
 1.27125377e-02 6.35626887e-03 0.00000000e+00 3.17813444e-03]",0.6666085300764818,0.4333466340120782,1.5846643804719058,1.518410865657203,0.1850203426637957,1.408292987018678,2.6377997702275957,12.848516465662946,1.737210810254506,3.4618485866493605,0.9927625169119172
example_dendrite\spine_0.off,"[1.35612922e+00 4.83605366e+00 4.92807672e+00 3.86981159e+00
 3.00285756e+00 2.63718700e+00 2.24003487e+00 1.94217078e+00
 1.89615925e+00 1.73148641e+00 1.62735506e+00 1.58618686e+00
 1.56923524e+00 1.25199787e+00 1.15270984e+00 1.31496101e+00
 1.14786652e+00 1.14302320e+00 1.24473289e+00 1.19872136e+00
 1.21809464e+00 1.21082966e+00 1.22051630e+00 1.21809464e+00
 1.33917760e+00 1.28590110e+00 1.30769603e+00 1.42635734e+00
 1.51111542e+00 1.48205550e+00 1.56439192e+00 1.53533201e+00
 1.53775367e+00 1.52322371e+00 1.46994721e+00 1.50869376e+00
 1.41909236e+00 1.51838039e+00 1.30769603e+00 1.23020294e+00
 1.26652782e+00 1.27621446e+00 1.11396329e+00 1.14060154e+00
 1.21567298e+00 1.07763840e+00 1.12849324e+00 9.29917179e-01
 1.10427665e+00 1.00741028e+00 8.98435608e-01 9.05700586e-01
 8.79062334e-01 8.18520850e-01 7.53136049e-01 7.21654478e-01
 7.21654478e-01 7.16811159e-01 7.53136049e-01 6.70799632e-01
 6.12679808e-01 6.17523127e-01 6.78064610e-01 6.00571512e-01
 5.42451688e-01 5.13391776e-01 5.61824962e-01 5.10970117e-01
 4.98861820e-01 5.25500073e-01 4.60115271e-01 4.89175183e-01
 4.52850293e-01 4.01995447e-01 3.80200513e-01 3.43875624e-01
 3.48718942e-01 3.05129074e-01 2.76069163e-01 2.95442437e-01
 2.80912481e-01 1.86467768e-01 2.54274229e-01 1.50142878e-01
 1.42877900e-01 1.28347944e-01 1.35612922e-01 1.06553010e-01
 8.23364169e-02 1.11396329e-01 6.05414830e-02 5.56981644e-02
 5.32765051e-02 6.78064610e-02 4.11682085e-02 5.08548457e-02
 4.11682085e-02 1.45299559e-02 7.26497796e-03 2.42165932e-03]",0.8641411230656053,0.30672958330171585,1.1244465996905573,1.2568155710701736,0.19293612476171282,0.472785046979546,1.6486899012785772,8.072477813020383,1.3117993914371415,1.6202130247816022,0.23510731546122934
example_dendrite\spine_7.off,"[2.26779074e+00 5.74126569e+00 6.51621691e+00 5.62713986e+00
 5.31605493e+00 4.09748555e+00 3.22129367e+00 2.75006443e+00
 2.24017966e+00 1.99352060e+00 2.01929095e+00 1.90332438e+00
 1.57199131e+00 1.76526893e+00 1.45234326e+00 1.52045061e+00
 1.67139123e+00 1.44498030e+00 1.63825792e+00 1.50020248e+00
 1.45786548e+00 1.47995435e+00 1.37503221e+00 1.36030630e+00
 1.43025439e+00 1.29588043e+00 1.27747303e+00 1.23329529e+00
 1.30692486e+00 1.23881751e+00 1.22409160e+00 1.18727681e+00
 1.02529176e+00 9.77432537e-01 8.89077053e-01 9.03802967e-01
 9.66388101e-01 9.24051099e-01 8.54103008e-01 8.09925266e-01
 8.30173398e-01 7.19729043e-01 7.58384567e-01 7.74951220e-01
 7.65747524e-01 7.28932739e-01 7.56543828e-01 6.82914258e-01
 6.25851342e-01 6.53462431e-01 6.44258734e-01 6.71869823e-01
 5.57743990e-01 6.09284689e-01 5.72469904e-01 5.22769944e-01
 5.61425468e-01 4.93318117e-01 4.96999595e-01 4.91477377e-01
 4.41777418e-01 4.52821853e-01 4.16007068e-01 4.04962633e-01
 4.03121894e-01 3.71829327e-01 3.29492324e-01 3.92077458e-01
 2.74270147e-01 3.51581195e-01 2.65066451e-01 2.90836800e-01
 3.05562714e-01 2.33773884e-01 2.35614623e-01 2.55862754e-01
 2.19047970e-01 1.95118360e-01 2.13525752e-01 2.24570187e-01
 1.65666532e-01 1.63825792e-01 1.47259139e-01 1.67507271e-01
 1.49099879e-01 9.75591798e-02 9.93999190e-02 8.09925266e-02
 8.28332658e-02 4.23370025e-02 3.49740456e-02 2.02481316e-02
 1.47259139e-02 3.12925671e-02 1.10444354e-02 3.68147848e-03
 1.47259139e-02 0.00000000e+00 0.00000000e+00 1.84073924e-03]",0.8527597866885952,0.3360526157976023,1.006495198645659,2.4984577696400656,0.22813409105007576,1.1040563062898854,1.5853090931449603,5.844966901280538,0.634515064616579,1.099205608453933,0.7323554155773345
example_dendrite\spine_13.off,"[3.85976198e-01 3.54883671e+00 4.73535613e+00 5.08380687e+00
 3.61137915e+00 3.56134520e+00 2.82334441e+00 2.51599300e+00
 2.30513563e+00 2.21578929e+00 2.24616704e+00 2.43379436e+00
 2.26761016e+00 2.39269504e+00 2.32121797e+00 2.23187163e+00
 2.16575533e+00 2.13180372e+00 2.03888353e+00 2.07283514e+00
 1.94417641e+00 1.87269933e+00 1.67613738e+00 1.61002109e+00
 1.66362889e+00 1.63146421e+00 1.50280548e+00 1.30266967e+00
 1.41345913e+00 1.40452450e+00 1.30981738e+00 1.22761874e+00
 1.19902791e+00 1.14899396e+00 1.14720703e+00 1.15435474e+00
 1.02748293e+00 9.79235910e-01 8.98824202e-01 8.64872592e-01
 8.66659519e-01 8.97037275e-01 8.82741861e-01 8.50577177e-01
 7.91608592e-01 7.77313177e-01 7.07623030e-01 7.14770737e-01
 6.91540688e-01 6.73671420e-01 6.45080590e-01 6.54015225e-01
 5.87898931e-01 5.68242736e-01 5.16421858e-01 5.23569565e-01
 4.89617955e-01 4.52092491e-01 3.82402344e-01 4.02058540e-01
 3.46663808e-01 3.89550052e-01 3.05564490e-01 3.89550052e-01
 3.12712198e-01 3.57385369e-01 3.16286051e-01 3.10925271e-01
 2.21578929e-01 2.71612880e-01 2.59104392e-01 2.93056002e-01
 2.18005075e-01 2.28726636e-01 2.25152782e-01 2.03709660e-01
 2.16218148e-01 2.14431221e-01 1.67971123e-01 1.82266538e-01
 1.85840392e-01 1.78692684e-01 1.35806440e-01 1.35806440e-01
 1.05428684e-01 1.25084879e-01 1.05428684e-01 8.39855616e-02
 8.57724885e-02 6.96901469e-02 5.71816590e-02 4.82470248e-02
 1.96561953e-02 2.85908295e-02 2.32300490e-02 2.14431221e-02
 1.78692684e-03 7.14770737e-03 3.57385369e-03 3.57385369e-03]",0.660444494261467,0.3774470595038453,1.173288431624977,2.082332082041597,0.2238758913613014,0.5044881202191104,1.7937910660833378,7.507947051679028,0.8614337172986535,1.4318918417893163,0.6622194058987462
example_dendrite\spine_20.off,"[1.23363735e+00 4.21597447e+00 4.33406196e+00 3.76623703e+00
 3.38433708e+00 2.46476219e+00 2.19341223e+00 1.87181227e+00
 1.71352479e+00 1.54267481e+00 1.46227482e+00 1.35926233e+00
 1.34921233e+00 1.19092485e+00 1.11303736e+00 1.09042486e+00
 1.17584985e+00 1.24117484e+00 1.18841235e+00 1.19594985e+00
 1.25373734e+00 1.24117484e+00 1.33162483e+00 1.36428733e+00
 1.49744981e+00 1.50749981e+00 1.63563730e+00 1.48991231e+00
 1.57533730e+00 1.62809980e+00 1.70347479e+00 1.68086229e+00
 1.69342479e+00 1.61553730e+00 1.66076229e+00 1.67834979e+00
 1.53262481e+00 1.50498731e+00 1.58538730e+00 1.36679983e+00
 1.42207482e+00 1.30398734e+00 1.35423733e+00 1.21604985e+00
 1.14821236e+00 1.22861235e+00 1.09042486e+00 1.05022487e+00
 1.01756237e+00 8.19074898e-01 9.67312379e-01 9.42187382e-01
 9.24599884e-01 8.06512399e-01 8.21587397e-01 7.73849903e-01
 8.11537399e-01 7.08524911e-01 7.00987412e-01 7.31137409e-01
 6.40687420e-01 6.35662421e-01 5.95462426e-01 6.02999925e-01
 5.40187432e-01 4.92449938e-01 4.84912439e-01 4.44712444e-01
 4.69837441e-01 4.89937439e-01 4.54762443e-01 5.05012437e-01
 4.62299942e-01 3.64312454e-01 3.89437451e-01 3.91949951e-01
 3.11549961e-01 3.39187458e-01 3.09037461e-01 2.63812467e-01
 2.31149971e-01 1.88437476e-01 1.85924977e-01 1.75874978e-01
 1.03012487e-01 9.04499887e-02 1.03012487e-01 7.78874903e-02
 5.27624934e-02 4.27124947e-02 1.00499987e-02 1.50749981e-02
 2.00999975e-02 2.00999975e-02 5.02499937e-03 2.51249969e-03
 2.51249969e-03 5.02499937e-03 2.51249969e-03 5.02499937e-03]",0.9853952276743677,0.40318354782995025,0.8502462768572838,2.1793878794924257,0.2840807004860931,0.8567547241122833,1.4693421049150592,4.315515347036001,0.6741994478088341,0.7777084707225,0.15352878625171373
example_dendrite\spine_4.off,"[2.53915408e+00 7.56822658e+00 5.37841133e+00 4.31398293e+00
 3.41132889e+00 2.46647285e+00 2.41254806e+00 1.98818344e+00
 1.70449217e+00 1.62243271e+00 1.36922067e+00 1.32232955e+00
 1.18165619e+00 1.11600863e+00 1.04332739e+00 9.75335271e-01
 1.00581450e+00 9.77679827e-01 9.89402607e-01 1.04567195e+00
 1.11366407e+00 1.18165619e+00 1.23558098e+00 1.17462253e+00
 1.26137110e+00 1.20979087e+00 1.47003658e+00 1.42549001e+00
 1.43486824e+00 1.53099503e+00 1.53333959e+00 1.73966051e+00
 1.75607240e+00 1.79358529e+00 1.75607240e+00 1.49113758e+00
 1.53333959e+00 1.32701866e+00 1.26606021e+00 1.25902654e+00
 1.26840476e+00 1.17696708e+00 1.13710963e+00 9.56578824e-01
 1.02222639e+00 9.42511488e-01 9.65957048e-01 8.11216356e-01
 8.79208478e-01 9.21410485e-01 8.34661915e-01 8.13560912e-01
 7.29156898e-01 7.52602457e-01 6.70542999e-01 7.05711338e-01
 7.36190566e-01 7.05711338e-01 6.35374660e-01 6.42408328e-01
 6.04895433e-01 5.90828097e-01 5.81449873e-01 5.83794429e-01
 6.23651880e-01 5.74416206e-01 5.53315202e-01 4.59532964e-01
 4.45465629e-01 4.97045860e-01 3.77473507e-01 3.98574510e-01
 3.51683391e-01 3.51683391e-01 3.14170496e-01 2.90724937e-01
 2.62590265e-01 2.50867486e-01 2.50867486e-01 2.18043703e-01
 2.15699147e-01 1.66463472e-01 1.54740692e-01 1.17227797e-01
 9.14376817e-02 1.07849573e-01 7.03366782e-02 6.09584545e-02
 4.92356748e-02 3.28237832e-02 2.81346713e-02 2.81346713e-02
 1.87564475e-02 1.87564475e-02 2.34455594e-03 1.17227797e-02
 0.00000000e+00 2.34455594e-03 2.34455594e-03 7.03366782e-03]",0.795942863144782,0.5401531587354093,1.0987073589414333,1.844797226130808,0.2819347404351755,1.1339970005644986,2.097799404044838,6.306729888242519,1.1371436244213489,1.3266302440996682,0.16663384959375052
